,y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
176,6.71234838502789,0.7876396056301621,0.6759595411511441,0.887706689119727,1.3848623174734198,1.29011763091794,0.749401494636831,1.29913273952177,1.8630420196751698,1.2933011048676202,2.56408082200948,1.27729289811095,0.662052823931458,0.0119756398796287,0.164356253111503,0.8922765373402421,0.309511704049461,0.445251851153129,-0.00950155506785732,0.272906169694579,-0.36510747052187303,-0.0568527152500205,0.0752338826950374,0.0556313929623837,-0.9369159979658951,-0.4102992872834,-0.67284733101774,-0.462988945411419,-1.78550293832056,-0.110406676207164,0.618710862733511,1.17559345049409,0.012352219309528,0.6557674324481939,-0.0761909995260375,-0.47856460653689603,0.426688802592692,0.7021925578198179,-0.4115938422560179,-0.0492595883498216,-1.74849463740793,-1.36453809958633,-0.538152865846622,0.15240149474528603,-0.0299078270084083,0.31630003729739303,0.221340976583782,0.39518111727826605,0.48854560552208404,-1.74189351600528,-1.54276522678989
11,4.54942515389554,0.38984323641143104,0.5706457782956931,0.8595966271843271,0.864707307689732,1.12927253313065,0.7038352668131199,1.39072016280971,1.1242856161971202,-0.669595644186578,-0.5902634138685329,-1.14265468947752,-1.25833771886131,-1.42067314715598,-1.36860078743518,0.866678891128952,0.9343706912252701,0.8108801518684241,0.9221199210264871,0.7872759905597391,1.1371517617623301,-0.0627957095650703,1.1679402686504399,0.40709108120398,1.3565623845160901,1.96985950643712,1.55315517135566,0.8737439013288559,0.7536067599592321,0.303438873491927,-0.358390102651368,-0.509147205522707,1.46103309545118,1.2967294591246599,2.50302909633459,2.29226651429331,2.92082091894064,2.47919239415312,2.51001388247213,2.70577900054433,3.4470776828458702,2.51201939257104,2.9098555443116703,2.2320819510427405,0.867663701349727,1.4013565909385202,1.6778176380917,1.17683269398115,1.92054651539264,3.49827730470881,2.35954522169389
85,8.1090878492214,0.332950371213518,-0.412434230444434,1.30890272587138,0.6981693066992329,1.6824896137923797,0.8498161418900401,0.5660076560493721,0.7814592584659159,0.7794002317633479,1.02407481593576,0.12388688039733199,-0.5927270690429599,0.6571776508265401,0.17364449907189303,-0.729245788904317,0.349713829272399,1.04299270216124,0.916078676515982,0.7843109511593209,0.5200319747297079,-0.351019721747797,-0.0523981718941599,0.634184250887182,0.0560070840965726,-0.169616139197773,0.492186533376979,0.525438857568163,-0.12550394084814598,0.0745375433628702,-0.817203991518793,-0.7215789894003101,0.935384215291491,-0.169139540739656,0.28866271925224296,0.9832546544434759,1.1822121312703302,0.44116119648153707,0.34851595668334306,0.435599981573195,0.12670748068642299,0.0188735660609657,0.32604731757934197,0.6334140225572149,0.355485132716031,0.40622035901819104,1.50594595195182,1.18293915455145,1.7724186891101297,2.09294679953033,2.3911752222187204
54,4.37323478683927,1.4330237017010399,1.53483139090726,0.189463227314224,0.31019334030931606,0.017957957240179002,0.543916332438357,-0.16752910254832099,-0.0436050235386714,0.00927800304769782,-1.46120337260995,-1.7058340401790801,-2.13684339441406,-1.16678820098318,-0.686063225129409,-0.47630058233448497,-0.9752838642452459,0.15210993648079799,0.41977753125118106,0.34785383617678195,1.40081002112545,0.37537635032849603,0.20022091058534802,0.464864629424694,0.5900504792341,0.5939405871315301,-0.9011115600402341,0.19344426728807104,0.8726211895837529,0.9508818339497029,0.21039395137555897,1.04924044190774,0.737700085453193,-0.762685937126037,-0.3689948087896501,-1.7610155891073602,-1.4953682763026201,-1.16847359515794,-0.19597758920601896,-0.431860976292792,-1.1848462964753401,-0.140542043967459,0.0722359721421024,-0.00239215901244243,0.187326776301784,-0.0174424143136485,-1.0258926541031,-0.182321741043725,-1.32629558789288,-1.0345773849376898,0.0891261205920988
24,11.328219336014,0.6198257478947099,-0.30013140027518703,0.15173777470211,0.5699310038497241,0.5489291432319771,0.6066945229571129,0.8049027187142099,1.48244770896296,1.0193194412455302,1.9105921875655,3.0093674106936903,2.46075708507985,1.39063079482467,1.21889371030918,1.3006761413053798,1.06345276766255,1.5190227378196202,1.25326598666969,0.8372768956472091,1.4634857171741997,1.03158202754499,0.724024023449856,1.4493212464218401,1.37797223444704,0.966785647112419,0.560440889099463,-0.120525787721518,-0.618915966716156,0.21800859518531,-0.194940921897662,-0.5914683593414339,-0.19845078182374,-0.389302920779932,-0.43196183737737,-0.825646360440726,-0.053657240320585,-0.37615767077699996,-0.64623262185473,-0.059795789209697,-1.5166154709958701,-1.50108166432149,-1.3770939796234198,-0.6569648837134189,-0.45994194928399706,0.231092555253846,1.0851471153033398,1.3883732778236801,1.45810119178417,1.04950166608453,0.7605012021879621
154,6.213684379439781,-1.48746031014148,-0.0719179113345196,0.9711779814739581,-0.125380412231955,-0.18296531724219697,-0.294590317745751,-1.01669725939483,-0.23233256890017998,0.23075064861977898,-1.00136515263868,-0.268285407962265,-0.0906186934292998,-0.6203698289831379,-0.33073380402624797,-0.336483896537747,-1.0350922317635,-0.519760227197827,-0.0434884100334104,-0.680155961750912,-0.61792738129584,0.9044648616561469,0.8861605854211422,1.4337208832553703,1.0856452433217199,0.195676162283119,0.275241649636017,-0.7815554274251659,-0.9972865316342309,-0.161442904554611,-0.8903930486906171,0.0232440048120816,0.553862941627389,0.9197763194354058,0.498014631833792,-0.556984044809646,-0.267618536857511,-0.832335364040644,0.411774831557225,1.6301688910664198,1.48449764567155,2.0284648967941896,0.912007700062741,1.3802443995431497,1.30561727612077,1.8860215145144499,1.5131607161161,0.27753171535098803,0.38719986426906705,0.896420859122458,0.339666508067625
182,5.066071536222,0.219924803660651,-0.445700398712879,0.7138583168998142,-0.0218519289808142,-0.33840084904445195,-0.45574350957500703,-0.810709501436478,-1.8705425478437,-1.7498575177309499,-2.29702887488136,-2.42720698487408,-2.3466561494616403,-1.17950418542455,-0.188197596080179,0.61068173829279,0.8638608537526059,1.03807782885371,0.643998869387087,1.11445773399544,1.02222841299264,0.9171039705673342,1.5713606043133501,1.4929709739412502,-0.258135686831291,-0.773277764064015,-0.35488160365204297,-0.119058679662791,0.0632741467768056,0.7337864715082629,0.89471811743111,0.8528729340522601,0.7841591782526078,0.21694718782349698,-0.4753842861164939,0.573909563455001,0.6265123144882839,0.53803048170027,-0.11139863432036201,1.1545266025500702,1.5732826645186102,0.45590424420879,0.23880772656479898,0.5173936678372489,0.8382664563803021,0.710836613932271,0.997115660883525,0.111494256116335,-0.159110233926779,0.0077405264052271,0.504821445037784
73,2.2660127626847797,-0.9340976316442511,1.05168596348823,1.08038538040068,-0.15317983236420002,-0.405601545557885,-0.135568751728357,-0.7483920721866592,-1.14603157099798,-1.18549202854655,-1.0191543574145099,-0.7951393115959041,-1.93253630782004,-0.0628961005046604,-0.33721920864776694,0.129567484142622,0.0681663171826608,-0.14143905008954502,-1.4680029563210901,-0.161890963174445,-0.11197354893644199,-0.42693518801502295,-1.6566611309673798,-0.124555033824783,1.2381863850413999,1.30148713943788,1.8583346867588402,1.36558575675726,0.9280838531663679,-0.623046086945061,-0.649230921949724,-1.3039918838421,0.8049670418094531,-0.8773190162576391,-1.1483601170438602,-1.4165148613415899,-1.09189087264757,-1.74280494810314,-1.8118230289228303,-1.4288244014824798,-1.6633266958525201,-1.1197254347382601,-1.0726890235480402,-1.31695264216825,-1.02475809705684,0.0854602416157056,-1.02329275631389,-0.6160406662832839,-0.493365727150194,-0.155705384493673,-0.44345030755901704
145,1.8922719423685903,-0.750819001193448,-1.49498123620749,-1.1647797021260602,-1.7637436282356498,-0.78489197422388,-0.911584588012494,0.13070438105076,0.0831458652767843,0.0442397111303162,-0.22064670756343696,-0.927086043671242,0.0363795937791973,-0.7710717631572791,-0.8409358544657349,-0.7505906570635942,-0.30795452624658304,0.196878882819064,-0.356702522811091,-1.1070363752451,-0.561631171528941,-0.411381569126996,-0.7460028642084829,-0.14440470187670099,0.505191361941114,1.3146123678309198,1.19994259704298,0.40715097036564,-0.399851143338131,-0.22153539997467303,-0.100161363578421,-1.07520597889022,-1.21687554518962,-1.4829467940426897,-2.34630294250904,-1.32804259432002,-0.799128250504071,-1.22073310364084,0.37177103030668296,-0.0507019222881138,0.466959474396971,0.947607910578509,-0.8569767695424642,-0.457355183539507,-0.761097048148834,0.544360225405656,-0.276457694985627,-0.449817020455985,0.6643521915702609,0.177860109857693,-0.19948859146444
40,0.222862889906178,-0.164523596253587,0.34444933420941903,-0.0286163845219423,-1.6305022373301798,0.103781462954958,0.389035619066699,0.3374784952939989,0.359188271692351,0.9012477913314151,2.60682420445188,1.75414852320889,1.06097862329574,0.248155169526149,-0.133154551448213,-0.8276556605629051,-0.32758923211845303,0.0996770700342383,0.17408752808683803,-0.22442084054059402,-0.624184398047006,0.047180828957421,0.4368756684936721,-0.0393420266340418,-0.117653681864282,0.310984388284852,0.306988766600237,0.327222495202755,0.0620406187758015,-2.0165718495064096,-1.95207999040827,-0.464533002426187,-0.826300496836957,-0.974736684658643,0.613054134532541,-1.02270928512836,-0.39188276241856107,-0.9752885769421751,-1.8777184987303899,-1.1619307892641102,-0.867316306959399,-1.1418820759539299,0.0602186813039934,-0.15844548468337802,-0.6847628481639201,-0.8884537703744928,-0.45345270963993,-0.0463668889200414,-0.281647273247127,-1.27610312854576,-1.2452741229729398
152,-1.48952811624876,-0.31806837454384396,0.0127704131270139,-0.72934293873566,-1.3741217535808798,-0.683430012173683,-0.00200599768230902,0.0435768076056831,0.889418677052213,-0.639794244320179,-1.56652362448194,-1.28313642336366,-1.16923513895333,-0.383706270753493,-0.527965942858816,-2.0974680534022903,-1.89632205658593,-1.4837039437340098,-0.7834969180410892,-0.13979214880998597,-0.366145712707114,0.117509457154362,-0.6554639816733829,-0.921276986173875,-1.2476917687012599,0.10096693462928599,-0.320838649271857,-0.116943266316277,-0.8369037412806479,0.0563095554857086,0.0139531787471731,0.0678494766540103,0.618390504492459,-0.0101384651372693,0.516674365482187,1.45045732677618,1.1673712799819098,-0.36983677907854495,-0.0298083195599127,0.42374591931115096,0.508032865649374,0.40205938227000604,0.16980938953545802,1.23842278214308,0.46394931592275607,0.0862306613562213,0.21514741763443498,-0.140978675174047,-1.01066990964912,-1.12009764384075,-1.4645033778331598
